sg_uf,regional,curso,no_curso_aj,vagas,concluintes,demanda,qtd_bolsas_elegiveis
SP,PIRASSUNUNGA,Artes,artes,0,0,3,0
SP,ANDRADINA,Artes,artes,0,0,2,0
SP,BOTUCATU,Artes,artes,0,0,3,0
SP,GUARATINGUETA,Artes,artes,0,0,3,0
SP,JALES,Artes,artes,0,0,2,0
SP,APIAI,Artes,artes,0,0,2,0
SP,ARACATUBA,Artes,artes,0,0,2,0
SP,VOTORANTIM,Artes,artes,0,0,2,0
SP,SAO JOAQUIM DA BARRA,Artes,artes,0,0,2,0
SP,TUPA,Artes,artes,0,0,2,0
SP,CATANDUVA,Artes,artes,0,0,2,0
SP,JACAREI,Artes,artes,0,0,3,0
SP,ASSIS,Artes,artes,0,0,2,0
SP,SAO JOSE DO RIO PRETO,Artes,artes,0,0,4,0
SP,ITARARE,Artes,artes,0,0,2,0
SP,JAU,Artes,artes,0,0,3,0
SP,REGISTRO,Artes,artes,0,0,2,0
SP,SERTAOZINHO,Artes,artes,0,0,2,0
SP,ITAPEVI,Artes,artes,0,0,7,0
SP,JABOTICABAL,Artes,artes,0,0,2,0
SP,BIRIGUI,Artes,artes,0,0,2,0
SP,MOGI DAS CRUZES,Artes,artes,0,0,3,0
SP,ITU,Artes,artes,0,0,5,0
SP,TAQUARITINGA,Artes,artes,0,0,2,0
SP,ITAPEVA,Artes,artes,0,0,2,0
SP,TAUBATE,Artes,artes,0,0,4,0
SP,LINS,Artes,artes,0,0,2,0
SP,CAIEIRAS,Artes,artes,0,0,6,0
SP,SANTO ANASTACIO,Artes,artes,0,0,2,0
SP,CAPIVARI,Artes,artes,0,0,3,0
SP,CARAGUATATUBA,Artes,artes,0,0,3,0
SP,CARAPICUIBA,Artes,artes,0,0,5,0
SP,FRANCA,Artes,artes,0,0,3,0
SP,DIADEMA,Artes,artes,0,0,4,0
SP,TABOAO DA SERRA,Artes,artes,0,0,4,0
SP,ITAPECERICA DA SERRA,Artes,artes,0,0,2,0
SP,MIRANTE DO PARANAPANEMA,Artes,artes,0,0,2,0
SP,FERNANDOPOLIS,Artes,artes,0,0,2,0
SP,PIRAJU,Artes,artes,0,0,2,0
SP,SUZANO,Artes,artes,0,0,4,0
SP,SUMARE,Artes,artes,0,0,4,0
SP,MIRACATU,Artes,artes,0,0,2,0
SP,SAO VICENTE,Artes,artes,0,0,8,0
SP,ITAQUAQUECETUBA,Artes,artes,0,0,4,0
SP,MAUA,Artes,artes,0,0,4,0
SP,OSASCO,Artes,artes,0,0,5,0
SP,SANTO ANDRE,Artes,artes,0,0,4,0
SP,SAO BERNARDO DO CAMPO,Artes,artes,0,0,6,0
MS,CRE 1,Artes,artes,0,0,2,0
MS,CRE 2,Artes,artes,0,0,2,0
MS,CRE 3,Artes,artes,0,0,2,0
MS,CRE 4,Artes,artes,0,0,2,0
MS,CRE 7,Artes,artes,0,0,2,0
MS,CRE 8,Artes,artes,0,0,2,0
MS,CRE 9,Artes,artes,0,0,2,0
MS,CRE 10,Artes,artes,0,0,2,0
MS,CRE 11,Artes,artes,0,0,2,0
MS,CRE 12,Artes,artes,0,0,2,0
PE,METROPOLITANA NORTE,Artes,artes,0,0,2,0
PE,METROPOLITANA SUL,Artes,artes,0,0,8,0
PE,MATA NORTE (NAZARÉ DA MATA),Artes,artes,0,0,4,0
PE,MATA CENTRO (VITÓRIA DE SANTO ANTÃO),Artes,artes,0,0,4,0
PE,MATA SUL (PALMARES),Artes,artes,0,0,4,0
PE,VALE DO CAPIBARIBE (LIMOEIRO),Artes,artes,0,0,3,0
PE,AGRESTE MERIDIONAL (GARANHUNS),Artes,artes,0,0,6,0
PE,SERTÃO DO MOXOTÓ IPANEMA (ARCOVERDE),Artes,artes,0,0,5,0
PE,SERTÃO DO ALTO PAJEÚ (AFOGADOS DA INGAZEIRA),Artes,artes,0,0,3,0
PE,SERTÃO DO SUBMÉDIO SÃO FRANCISCO (FLORESTA),Artes,artes,0,0,3,0
PE,SERTÃO CENTRAL (SALGUEIRO),Artes,artes,0,0,2,0
PE,SERTÃO DO ARARIPE (ARARIPINA),Artes,artes,0,0,3,0
MT,ALTA FLORESTA,Artes,artes,0,0,2,0
MT,TANGARÁ DA SERRA,Artes,artes,0,0,3,0
MT,DIAMANTINO,Artes,artes,0,0,2,0
MT,BARRA DO GARÇAS,Artes,artes,0,0,3,0
MT,SINOP,Artes,artes,0,0,5,0
MT,VÁRZEA GRANDE,Artes,artes,0,0,3,0
MT,RONDONÓPOLIS,Artes,artes,0,0,3,0
MT,PRIMAVERA DO LESTE,Artes,artes,0,0,2,0
MT,PONTES E LACERDA,Artes,artes,0,0,2,0
MT,MATUPÁ,Artes,artes,0,0,2,0
MT,JUINA,Artes,artes,0,0,3,0
MT,CONFRESA,Artes,artes,0,0,2,0
MT,CÁCERES,Artes,artes,0,0,2,0
RJ,CENTRO-SUL,Artes,artes,0,0,3,0
RJ,METROPOLITANA I,Artes,artes,0,0,5,0
RJ,METROPOLITANA II,Artes,artes,0,0,6,0
RJ,METROPOLITANA V,Artes,artes,0,0,2,0
RJ,METROPOLITANA VII,Artes,artes,0,0,5,0
RJ,NOROESTE FLUMINENSE,Artes,artes,0,0,3,0
RJ,SERRANA II,Artes,artes,0,0,4,0
PB,Guarabira,Artes,artes,0,0,3,0
PB,Cuité,Artes,artes,0,0,2,0
PB,Monteiro,Artes,artes,0,0,2,0
PB,Patos,Artes,artes,0,0,2,0
PB,Itaporanga,Artes,artes,0,0,2,0
PB,Catolé do Rocha,Artes,artes,0,0,2,0
PB,Cajazeiras,Artes,artes,0,0,2,0
PB,Sousa,Artes,artes,0,0,2,0
PB,Princesa Isabel,Artes,artes,0,0,2,0
PB,Itabaiana,Artes,artes,0,0,3,0
PB,Pombal,Artes,artes,0,0,2,0
PB,Mamanguape,Artes,artes,0,0,2,0
PR,APUCARANA,Artes,artes,0,0,3,0
PR,AREA METROPOLITANA NORTE,Artes,artes,0,0,6,0
PR,AREA METROPOLITANA SUL,Artes,artes,0,0,8,0
PR,ASSIS CHATEAUBRIAND,Artes,artes,0,0,2,0
PR,CAMPO MOURAO,Artes,artes,0,0,2,0
PR,CIANORTE,Artes,artes,0,0,2,0
PR,CORNELIO PROCOPIO,Artes,artes,0,0,2,0
PR,DOIS VIZINHOS,Artes,artes,0,0,2,0
PR,FOZ DO IGUACU,Artes,artes,0,0,3,0
PR,GOIOERE,Artes,artes,0,0,2,0
PR,IBAITI,Artes,artes,0,0,2,0
PR,IRATI,Artes,artes,0,0,2,0
PR,IVAIPORA,Artes,artes,0,0,2,0
PR,JACAREZINHO,Artes,artes,0,0,2,0
PR,LARANJEIRAS DO SUL,Artes,artes,0,0,2,0
PR,LOANDA,Artes,artes,0,0,2,0
PR,PARANAVAI,Artes,artes,0,0,2,0
PR,PITANGA,Artes,artes,0,0,2,0
PR,TELEMACO BORBA,Artes,artes,0,0,2,0
PR,TOLEDO,Artes,artes,0,0,3,0
PR,UMUARAMA,Artes,artes,0,0,2,0
PR,UNIAO DA VITORIA,Artes,artes,0,0,2,0
PR,WENCESLAU BRAZ,Artes,artes,0,0,2,0
RO,ALTA FLORESTA,Artes,artes,0,0,2,0
RO,ARIQUEMES,Artes,artes,0,0,2,0
RO,BURITIS,Artes,artes,0,0,2,0
RO,CACOAL,Artes,artes,0,0,2,0
RO,CEREJEIRAS,Artes,artes,0,0,2,0
RO,COSTA MARQUES,Artes,artes,0,0,2,0
RO,Guajará-Mirim,Artes,artes,0,0,2,0
RO,ESPIGÃO D' OESTE,Artes,artes,0,0,2,0
RO,EXTREMA,Artes,artes,0,0,2,0
RO,GUAJARÁ-MIRIM,Artes,artes,0,0,2,0
RO,JARU,Artes,artes,0,0,2,0
RO,JI-PARANÁ,Artes,artes,0,0,2,0
RO,MACHADINHO,Artes,artes,0,0,2,0
RO,OURO PRETO,Artes,artes,0,0,2,0
RO,PIMENTA BUENO,Artes,artes,0,0,2,0
RO,ROLIM DE MOURA,Artes,artes,0,0,2,0
RO,SÃO FRANCISCO,Artes,artes,0,0,2,0
RO,VILHENA,Artes,artes,0,0,2,0
TO,ARAGUAINA,Artes,artes,0,0,3,0
TO,ARAGUATINS,Artes,artes,0,0,2,0
TO,ARRAIAS,Artes,artes,0,0,2,0
TO,COLINAS DO TOCANTINS,Artes,artes,0,0,2,0
TO,DIANOPOLIS,Artes,artes,0,0,2,0
TO,GUARAI,Artes,artes,0,0,2,0
TO,MIRACEMA DO TOCANTINS,Artes,artes,0,0,2,0
TO,PARAISO DO TOCANTINS,Artes,artes,0,0,2,0
TO,PEDRO AFONSO,Artes,artes,0,0,2,0
TO,PORTO NACIONAL,Artes,artes,0,0,2,0
TO,TOCANTINOPOLIS,Artes,artes,0,0,2,0
BA,1,Artes,artes,0,0,4,0
BA,2,Artes,artes,0,0,6,0
BA,3,Artes,artes,0,0,5,0
BA,4,Artes,artes,0,0,7,0
BA,6,Artes,artes,0,0,4,0
BA,8,Artes,artes,0,0,3,0
BA,9,Artes,artes,0,0,3,0
BA,11,Artes,artes,0,0,6,0
BA,12,Artes,artes,0,0,2,0
BA,14,Artes,artes,0,0,3,0
BA,13,Artes,artes,0,0,4,0
BA,15,Artes,artes,0,0,3,0
BA,16,Artes,artes,0,0,3,0
BA,17,Artes,artes,0,0,4,0
BA,18,Artes,artes,0,0,6,0
BA,20,Artes,artes,0,0,7,0
BA,24,Artes,artes,0,0,2,0
PA,abaetetuba,Artes,artes,0,0,8,0
PA,afuá,Artes,artes,0,0,3,0
PA,altamira,Artes,artes,0,0,5,0
PA,ananindeua,Artes,artes,0,0,3,0
PA,Benevides,Artes,artes,0,0,2,0
PA,Breves,Artes,artes,0,0,8,0
PA,cametá,Artes,artes,0,0,4,0
PA,capanema,Artes,artes,0,0,3,0
PA,capitão Poço,Artes,artes,0,0,2,0
PA,castanhal,Artes,artes,0,0,5,0
PA,conceição do araguaia,Artes,artes,0,0,3,0
PA,curralinho,Artes,artes,0,0,4,0
PA,itaituba,Artes,artes,0,0,4,0
PA,Mãe do rio,Artes,artes,0,0,4,0
PA,Marabá,Artes,artes,0,0,2,0
PA,Maracanã,Artes,artes,0,0,2,0
PA,Monte alegre,Artes,artes,0,0,4,0
PA,Óbidos,Artes,artes,0,0,5,0
PA,Parauapebas,Artes,artes,0,0,3,0
PA,santa Bárbara,Artes,artes,0,0,2,0
PA,cachoeira do arari,Artes,artes,0,0,2,0
PA,tucuruí,Artes,artes,0,0,4,0
PA,Xinguara,Artes,artes,0,0,3,0
AC,JURUÁ,Artes,artes,0,0,4,0
AC,TARAUACÁ / ENVIRA,Artes,artes,0,0,3,0
AC,PURUS,Artes,artes,0,0,2,0
AC,ALTO ACRE,Artes,artes,0,0,2,0
AL,1a GEE,Artes,artes,0,0,2,0
AL,2a GEE,Artes,artes,0,0,2,0
AL,3a GEE,Artes,artes,0,0,2,0
AL,4a GEE,Artes,artes,0,0,2,0
AL,5a GEE,Artes,artes,0,0,4,0
AL,6a GEE,Artes,artes,0,0,2,0
AL,7a GEE,Artes,artes,0,0,2,0
AL,8a GEE,Artes,artes,0,0,2,0
AL,9a GEE,Artes,artes,0,0,2,0
AL,10a GEE,Artes,artes,0,0,2,0
AL,11a GEE,Artes,artes,0,0,2,0
AL,12a GEE,Artes,artes,0,0,2,0
CE,CREDE 01,Artes,artes,0,0,7,0
CE,CREDE 03,Artes,artes,0,0,3,0
CE,CREDE 04,Artes,artes,0,0,2,0
CE,CREDE 05,Artes,artes,0,0,4,0
CE,CREDE 08,Artes,artes,0,0,3,0
CE,CREDE 09,Artes,artes,0,0,3,0
CE,CREDE 11,Artes,artes,0,0,2,0
CE,CREDE 12,Artes,artes,0,0,3,0
CE,CREDE 14,Artes,artes,0,0,2,0
CE,CREDE 15,Artes,artes,0,0,2,0
CE,CREDE 17,Artes,artes,0,0,2,0
CE,CREDE 18,Artes,artes,0,0,3,0
CE,CREDE 20,Artes,artes,0,0,3,0
PI,01ª,Artes,artes,0,0,3,0
PI,02ª,Artes,artes,0,0,3,0
PI,03ª,Artes,artes,0,0,2,0
PI,05ª,Artes,artes,0,0,2,0
PI,06ª,Artes,artes,0,0,2,0
PI,07ª,Artes,artes,0,0,2,0
PI,08ª,Artes,artes,0,0,2,0
PI,09ª,Artes,artes,0,0,2,0
PI,10ª,Artes,artes,0,0,2,0
PI,11ª,Artes,artes,0,0,2,0
PI,12ª,Artes,artes,0,0,2,0
PI,13ª,Artes,artes,0,0,2,0
PI,14ª,Artes,artes,0,0,2,0
PI,15ª,Artes,artes,0,0,2,0
PI,16ª,Artes,artes,0,0,2,0
PI,17ª,Artes,artes,0,0,2,0
PI,18ª,Artes,artes,0,0,3,0
SC,Coordenadoria Regional de Educação de Araranguá,Artes,artes,0,0,2,0
SC,Coordenadoria Regional de Educação de Braço do Norte,Artes,artes,0,0,2,0
SC,Coordenadoria Regional de Educação de Brusque,Artes,artes,0,0,2,0
SC,Coordenadoria Regional de Educação de Caçador,Artes,artes,0,0,2,0
SC,Coordenadoria Regional de Educação de Campos Novos,Artes,artes,0,0,2,0
SC,Coordenadoria Regional de Educação de Canoinhas,Artes,artes,0,0,2,0
SC,Coordenadoria Regional de Educação de Curitibanos,Artes,artes,0,0,2,0
SC,Coordenadoria Regional de Educação de Dionísio Cerqueira,Artes,artes,0,0,2,0
SC,Coordenadoria Regional de Educação de Ibirama,Artes,artes,0,0,2,0
SC,Coordenadoria Regional de Educação de Itapiranga,Artes,artes,0,0,2,0
SC,Coordenadoria Regional de Educação de Ituporanga,Artes,artes,0,0,2,0
SC,Coordenadoria Regional de Educação de Jaraguá do Sul,Artes,artes,0,0,2,0
SC,Coordenadoria Regional de Educação de Joaçaba,Artes,artes,0,0,2,0
SC,Coordenadoria Regional de Educação de Joinville,Artes,artes,0,0,6,0
SC,Coordenadoria Regional de Educação de Mafra,Artes,artes,0,0,2,0
SC,Coordenadoria Regional de Educação de Maravilha,Artes,artes,0,0,2,0
SC,Coordenadoria Regional de Educação de Palmitos,Artes,artes,0,0,2,0
SC,Coordenadoria Regional de Educação de Rio do Sul,Artes,artes,0,0,2,0
SC,Coordenadoria Regional de Educação de São Bento do Sul,Artes,artes,0,0,2,0
SC,Coordenadoria Regional de Educação de São Joaquim,Artes,artes,0,0,2,0
SC,Coordenadoria Regional de Educação de São Lourenço do Oeste,Artes,artes,0,0,2,0
SC,Coordenadoria Regional de Educação de São Miguel do Oeste,Artes,artes,0,0,2,0
SC,Coordenadoria Regional de Educação de Seara,Artes,artes,0,0,2,0
SC,Coordenadoria Regional de Educação de Taió,Artes,artes,0,0,2,0
SC,Coordenadoria Regional de Educação de Timbó,Artes,artes,0,0,2,0
SC,Coordenadoria Regional de Educação de Videira,Artes,artes,0,0,2,0
MA,açailandia,Artes,artes,0,0,3,0
MA,bacabal,Artes,artes,0,0,3,0
MA,balsas,Artes,artes,0,0,3,0
MA,barra do corda,Artes,artes,0,0,5,0
MA,caxias,Artes,artes,0,0,4,0
MA,chapadinha,Artes,artes,0,0,6,0
MA,codo,Artes,artes,0,0,3,0
MA,imperatriz,Artes,artes,0,0,5,0
MA,itapecuru-mirim,Artes,artes,0,0,4,0
MA,lago da pedra,Artes,artes,0,0,2,0
MA,pedreiras,Artes,artes,0,0,2,0
MA,pinheiro,Artes,artes,0,0,6,0
MA,presidente dutra,Artes,artes,0,0,3,0
MA,rosario,Artes,artes,0,0,5,0
MA,santa ines,Artes,artes,0,0,5,0
MA,são joao dos patos,Artes,artes,0,0,3,0
MA,timon,Artes,artes,0,0,3,0
MA,viana,Artes,artes,0,0,5,0
MA,ze doca,Artes,artes,0,0,4,0
SE,DEA,Artes,artes,0,0,3,0
SE,DRE01,Artes,artes,0,0,3,0
SE,DRE02,Artes,artes,0,0,3,0
SE,DRE03,Artes,artes,0,0,3,0
SE,DRE04,Artes,artes,0,0,2,0
SE,DRE05,Artes,artes,0,0,2,0
SE,DRE06,Artes,artes,0,0,2,0
SE,DRE07,Artes,artes,0,0,2,0
SE,DRE09,Artes,artes,0,0,2,0
RN,2,Artes,artes,0,0,3,0
RN,3,Artes,artes,0,0,2,0
RN,4,Artes,artes,0,0,2,0
RN,5,Artes,artes,0,0,2,0
RN,6,Artes,artes,0,0,2,0
RN,7,Artes,artes,0,0,2,0
RN,8,Artes,artes,0,0,2,0
RN,9,Artes,artes,0,0,2,0
RN,10,Artes,artes,0,0,2,0
RN,11,Artes,artes,0,0,2,0
RN,13,Artes,artes,0,0,2,0
RN,14,Artes,artes,0,0,2,0
RN,15,Artes,artes,0,0,2,0
AM,Sudoeste Amazonense,Artes,artes,0,0,8,0
AM,Sul Amazonense,Artes,artes,0,0,7,0
AM,Norte Amazonense,Artes,artes,0,0,4,0
RS,20º CRE (Palmeira das Missões),Educação física,educacaofisica,0,0,3,0
RS,21º CRE (Três Passos),Educação física,educacaofisica,0,0,2,0
RS,23º CRE (Vacaria),Educação física,educacaofisica,0,0,2,0
RS,32º CRE (São Luiz Gonzaga),Educação física,educacaofisica,0,0,2,0
RS,35º CRE (São Borja),Educação física,educacaofisica,0,0,2,0
GO,CRE-ANÁPOLIS,Educação física,educacaofisica,0,0,5,0
GO,CRE-APARECIDA,Educação física,educacaofisica,0,0,5,0
GO,CRE-CAMPOS BELOS,Educação física,educacaofisica,0,0,2,0
GO,CRE-CERES,Educação física,educacaofisica,0,0,2,0
GO,CRE-FORMOSA,Educação física,educacaofisica,0,0,2,0
GO,CRE-GOIANÉSIA,Educação física,educacaofisica,0,0,2,0
GO,CRE-GOIÁS,Educação física,educacaofisica,0,0,2,0
GO,CRE-IPORÁ,Educação física,educacaofisica,0,0,2,0
GO,CRE-ITABERAI,Educação física,educacaofisica,0,0,2,0
GO,CRE-ITAPACI,Educação física,educacaofisica,0,0,2,0
GO,CRE-ITAPURANGA,Educação física,educacaofisica,0,0,2,0
GO,CRE-JUSSARA,Educação física,educacaofisica,0,0,2,0
GO,CRE-MINAÇU,Educação física,educacaofisica,0,0,2,0
GO,CRE-MINEIROS,Educação física,educacaofisica,0,0,2,0
GO,CRE-MORRINHOS,Educação física,educacaofisica,0,0,2,0
GO,CRE-NOVO GAMA,Educação física,educacaofisica,0,0,3,0
GO,CRE-PALMEIRAS,Educação física,educacaofisica,0,0,2,0
GO,CRE-PIRACANJUBA,Educação física,educacaofisica,0,0,2,0
GO,CRE-PIRANHAS,Educação física,educacaofisica,0,0,2,0
GO,CRE-PLANALTINA,Educação física,educacaofisica,0,0,2,0
GO,CRE-POSSE,Educação física,educacaofisica,0,0,2,0
GO,CRE-RIO VERDE,Educação física,educacaofisica,0,0,2,0
GO,CRE-RUBIATABA,Educação física,educacaofisica,0,0,2,0
GO,CRE-SANTA HELENA,Educação física,educacaofisica,0,0,2,0
GO,CRE-SÃO M. ARAGUAIA,Educação física,educacaofisica,0,0,2,0
GO,CRE-SILVÂNIA,Educação física,educacaofisica,0,0,2,0
GO,CRE-URUAÇU,Educação física,educacaofisica,0,0,2,0
ES,SRE Afonso Cláudio,Educação física,educacaofisica,0,0,2,0
ES,SRE Barra de São Francisco,Educação física,educacaofisica,0,0,2,0
ES,SRE Guaçuí,Educação física,educacaofisica,0,0,2,0
ES,SRE Colatina,Educação física,educacaofisica,0,0,3,0
ES,SRE Linhares,Educação física,educacaofisica,0,0,3,0
MG,SRE ALMENARA,Educação física,educacaofisica,0,0,3,0
MG,SRE ARAÇUAÍ,Educação física,educacaofisica,0,0,3,0
MG,SRE CARANGOLA,Educação física,educacaofisica,0,0,2,0
MG,SRE CONSELHEIRO LAFAIETE,Educação física,educacaofisica,0,0,3,0
